id,name
2979,"Immature sperm count, %"
2980,"Antisperm antibodies IgA head, semen %"
2981,"Antisperm antibodies IgA neck, semen %"
2982,"Antisperm antibodies IgA tail, semen %"
2983,"Antisperm antibodies IgG head, semen %"
2984,"Antisperm antibodies IgG neck, semen %"
2985,"Antisperm antibodies IgG tail, semen %"
2986,"Antibodies Yersinia pseudotuberculosis+enterocolitica IHA, qualitative"
2987,"Lactobacillus spp. DNA/Bacteria DNA Ratio, urogenital scraping qualitative"
2988,"Lactobacillus spp. DNA/G.vaginalis+A.vaginae DNA Ratio, urogenital scraping qualitative"
2989,"Lactobacillus acidophilus, vagina HPF"
2990,"Mobiluncus spp., vagina HPF"
2991,"Gardnerella vaginalis+Bacteroides spp., vagina HPF"
2992,"Diplococci Gr(-) extracellular, vagina qualitative"
2993,"Diplococci Gr(-) intracellular, vagina qualitative"
2994,"Diplococci Gr(-) extracellular, cervical canal qualitative"
2995,"Diplococci Gr(-) intracellular, cervical canal qualitative"
2996,"Parvovirus B19 DNA, qualitative"
2997,Parvovirus B19 DNA
2998,"Antibodies to Parvovirus B19, IgG qualitative"
2999,"Antibodies to Parvovirus B19, IgG positivity coefficient"
3000,"Antibodies to Parvovirus B19, IgM qualitative"
3001,"Antibodies to Parvovirus B19, IgM positivity coefficient"
3002,"Microcytosis, qualitative"
3003,"Macrocytosis, qualitative"
3004,"Beta-2-Glycoprotein 1 Ab, IgM qualitative"
3005,"Beta-2-Glycoprotein 1 Ab, IgG qualitative"
3006,"Cytomegalovirus DNA, saliva qualitative"
3007,"Epstein-Barr Virus DNA, saliva qualitative"
3008,"Human herpes virus 6 DNA, saliva qualitative"
3010,Mycoplasma pneumoniae IgA Ab
3011,"Antibodies Shigella flexneri 1-5, IHA"
3012,"Antibodies Shigella flexneri 6, IHA"
3013,"Antibodies Shigella sonnei, IHA"
3014,"Antibodies Shigella flexneri 1-5, 6+Shigella sonnei, IHA"
3015,"Mycoplasma hominis, urogenital scraping qualitative"
3016,"Ureaplasma spp., urogenital scraping qualitative"
3017,"Rotavirus RNA, feces qualitative"
3018,"Rotavirus antigen, feces qualitative"
3019,"Rotavirus antigen, feces positivity coefficient"
3020,"Astrovirus RNA, feces qualitative"
3021,"Norovirus RNA, feces qualitative"
3022,"Norovirus 2 RNA, feces qualitative"
3023,"Enterovirus RNA, feces qualitative"
3024,"Enterovirus antigen, feces qualitative"
3025,"Adenovirus (F) DNA, feces qualitative"
3026,"Adenovirus (F) antigen, feces qualitative"
3027,"Antibodies to Adenovirus, IgA positivity coefficient"
3028,"Antibodies to Adenovirus, IgM positivity coefficient"
3029,"Antibodies to Adenovirus, IgG positivity coefficient"
3030,"Antibodies to Adenovirus, IgA qualitative"
3031,"Antibodies to Adenovirus, IgM qualitative"
3032,"Antibodies to Adenovirus, IgG qualitative"
3033,"Human herpes virus 6 DNA, blood qualitative"
3034,"Helicobacter pylori DNA, feces qualitative"
3035,"Anaerococcus spp. DNA, urogenital scraping quantitative"
3036,"Anaerococcus spp. DNA, urogenital scraping relative"
3037,"Anaerococcus spp. DNA, urogenital scraping relative %"
3038,"Anaerococcus spp. DNA, urogenital scraping qualitative"
3039,"Anaerococcus vaginalis, urogenital scraping"
3040,"Anaerococcus vaginalis, urogenital scraping quantitative"
3041,"Atopobium cluster DNA, urogenital scraping quantitative"
3042,"Atopobium cluster DNA, urogenital scraping relative"
3043,"Atopobium cluster DNA, urogenital scraping relative %"
3044,"Atopobium cluster DNA, urogenital scraping qualitative"
3045,"Chlamydia trachomatis, urogenital scraping qualitative"
3046,"Chlamydia trachomatis, urogenital scraping"
3047,"Chlamydia trachomatis DNA, urine qualitative"
3048,"Chlamydia trachomatis, urethra qualitative"
3049,"Chlamydia trachomatis, cervical canal qualitative"
3050,"Chlamydia trachomatis, vagina qualitative"
3051,"Chlamydial inclusion, urethra qualitative"
3052,"Chlamydial inclusion, cervical canal qualitative"
3053,"Chlamydial inclusion, vagina qualitative"
3054,"Peptostreptococcus spp. DNA, urogenital scraping qualitative"
3055,"Sneathia spp.+Leptotrichia spp.+Fusobacterium spp. DNA, urogenital scraping qualitative"
3056,"Streptococcus spp. DNA, urogenital scraping qualitative"
3057,"Staphylococcus spp. DNA, urogenital scraping qualitative"
3058,"Enterobacteriaceae spp. DNA, urogenital scraping qualitative"
3059,"Gardnerella vaginalis+Prevotella bivia+Porphyromonas spp. DNA, urogenital scraping qualitative"
3060,"Megasphaera spp.+Veillonella spp.+Dialister spp. DNA, urogenital scraping qualitative"
3061,"Lachnobacterium spp.+Clostridium spp. DNA, urogenital scraping qualitative"
3062,"Mobiluncus spp.+Corynebacterium spp. DNA, urogenital scraping qualitative"
3063,"Candida spp. DNA, urogenital scraping qualitative"
3064,"Salmonella spp., feces qualitative"
3065,"Cylindroids, urine"
3066,"Acinetobacter spp., urine"
3067,"Bacteroides spp., urine"
3068,"Candida albicans, urine"
3069,"Candida spp., urine"
3070,"Citrobacter spp., urine"
3071,"Corynebacterium spp., urine"
3072,"Enterobacter spp., urine"
3073,"Enterococcus faecalis, urine"
3074,"Enterococcus spp., urine"
3075,"Escherichia coli, urine"
3076,"Klebsiella pneumoniae, urine"
3077,"Klebsiella spp., urine"
3078,"Klebsiella oxytoca, urine"
3079,"Kluyvera ascorbata, urine"
3080,"Lactobacillus spp., urine"
3081,"Morganella spp., urine"
3082,"Proteus mirabilis, urine"
3083,"Proteus spp., urine"
3084,"Pseudomonas aeruginosa, urine"
3085,"Pseudomonas spp., urine"
3086,"Providencia spp., urine"
3087,"Serratia spp., urine"
3088,"Staphylococcus aureus, urine"
3089,"Staphylococcus epidermidis, urine"
3090,"Staphylococcus saprophyticus, urine"
3091,"Staphylococcus spp., urine"
3092,"Streptococcus pyogenes, urine"
3093,"Haemophilus influenzae, urine"
3094,"Salmonella spp., urine"
3095,"Moraxella spp., urine"
3096,"Neisseria spp., urine"
3097,"Mycobacterium tuberculosis DNA, urine qualitative"
3098,"Streptococcus pyogenes DNA, urogenital scraping qualitative"
3099,"T-Spot, antigen tuberculosis A"
3100,"T-Spot, antigen tuberculosis B"
3101,Antigens tuberculosis (T-Spot.TB) result
3102,RBC Glutathione peroxidase concentration
3103,"Cytomegalovirus DNA, blood qualitative"
3104,"Human herpes virus 7 DNA, blood qualitative"
3106,"Lactobacillus spp. DNA, urogenital scraping qualitative"
3107,"HPV 6 DNA, qualitative"
3108,"HPV 11 DNA, qualitative"
3109,"HPV 16 DNA, qualitative"
3110,"HPV 18 DNA, qualitative"
3111,"HPV 26 DNA, qualitative"
3112,"HPV 31 DNA, qualitative"
3113,"HPV 33 DNA, qualitative"
3114,"HPV 35 DNA, qualitative"
3115,"HPV 39 DNA, qualitative"
3116,"HPV 42 DNA, qualitative"
3117,"HPV 43 DNA, qualitative"
3118,"HPV 44 DNA, qualitative"
3119,"HPV 45 DNA, qualitative"
3120,"HPV 51 DNA, qualitative"
3121,"HPV 52 DNA, qualitative"
3122,"HPV 53 DNA, qualitative"
3123,"HPV 56 DNA, qualitative"
3124,"HPV 58 DNA, qualitative"
3125,"HPV 59 DNA, qualitative"
3126,"HPV 66 DNA, qualitative"
3127,"HPV 67 DNA, qualitative"
3128,"HPV 68 DNA, qualitative"
3129,"HPV 73 DNA, qualitative"
3130,"HPV 82 DNA, qualitative"
3131,"HPV high carcinogenic risk (16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 68) DNA, Digene-test S/CO"
3132,"HPV high carcinogenic risk (16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 68) DNA, qualitative"
3133,"HPV low carcinogenic risk (6, 11, 42, 43, 44) DNA, Digene-test S/CO"
3134,"HPV low carcinogenic risk (6, 11, 42, 43, 44) DNA, qualitative"
3135,"Yersinia enterocolitica, feces qualitative"
3136,"Amoebozoan bacterias, feces qualitative"
3137,"Fungi, cervical canal qualitative"
3138,"Fungi, vagina qualitative"
3139,"Fungi, urethra qualitative"
3140,"Staphylococcus epidermidis, feces qualitative"
3141,"Staphylococcus saprophyticus, feces qualitative"
3142,"Yersinia pseudotuberculosis, feces qualitative"
3143,"Candida spp., cervical canal qualitative"
3144,"Candida spp., vagina qualitative"
3145,"Candida spp., urethra qualitative"
3146,"Non-squamous epithelial cells, urine"
3147,"Non-squamous epithelial cells, urine qualitative"
3148,"Pathogenic fungi, cervical canal qualitative"
3149,"Pathogenic fungi, vagina qualitative"
3150,"Pathogenic fungi, urethra qualitative"
3151,"Pathogenic fungi, urine qualitative"
3153,"Clostridium difficile toxin A, feces qualitative"
3154,"Clostridium difficile, feces qualitative"
3155,"Clostridium spp., urogenital scraping qualitative"
3156,"Clostridium difficile toxin A/B, feces positivity coefficient"
3157,Corynebacterium diphtheriae IgG Ab
3158,Bordetella pertussis IgA Ab
3159,"Antibodies to Poliomyelitis virus, IgG"
3160,"Antibodies to Poliomyelitis virus, IgG qualitative"
3161,"Mobiluncus spp., vagina qualitative"
3162,"Mobiluncus spp., cervical canal qualitative"
3163,"Mobiluncus spp., urethra qualitative"
3164,"Mobiluncus spp., urogenital scraping qualitative"
3165,"Corynebacterium spp., vagina qualitative"
3166,"Corynebacterium spp., cervical canal qualitative"
3167,"Corynebacterium spp., urethra qualitative"
3168,"Corynebacterium spp., urogenital scraping qualitative"
3169,"Antibodies to Herpes Simplex Virus 2, IgG Signal/Cutoff"
3170,"Antibodies to Herpes Simplex Virus 1, IgG Signal/Cutoff"
3171,"Antibodies to Herpes Simplex Virus 1, IgG qualitative"
3172,"Antibodies to Herpes Simplex Virus 1, IgM qualitative"
3173,"Bordetella pertussis DNA, nasopharyngeal swab qualitative"
3174,"Hepatitis B Core Ag IgM Ab, qualitative"
3175,"Phosphatidylserine antibodies, IgG positivity coefficient"
3176,"Phosphatidylserine antibodies, IgM positivity coefficient"
3177,"Phosphatidylserine antibodies, IgA positivity coefficient"
3178,"Anti-Ovary antibody, IgA+IgM+IgG"
3179,"Bilirubin indirect %, blood"
3180,"Bilirubin direct %, blood"
3181,"Muscle fibers with striation, feces HPF"
3182,"Muscle fibers without striation, feces HPF"
3183,"Iodophilic normal flora, feces HPF"
3184,"Iodophilic pathological flora, feces HPF"
3185,"Amorphous sediment, urine qualitative"
3186,"Acinetobacter spp., feces qualitative"
3187,"Pseudomonas spp., feces qualitative"
3188,"Antibodies to Parvovirus B19, IgG"
3189,"HIV 1,2 Ag/Ab Combo, p24-antigen Signal/Cutoff"
3190,"Blastospores, urogenital scraping qualitative"
3191,"Diplococci Gr(-) extracellular, urethra qualitative"
3192,"Diplococci Gr(-) intracellular, urethra qualitative"
3193,"Diplococci Gr(+) extracellular, vagina qualitative"
3194,"Diplococci Gr(+) intracellular, vagina qualitative"
3195,"Diplococci Gr(+) extracellular, cervical canal qualitative"
3196,"Diplococci Gr(+) intracellular, cervical canal qualitative"
3197,"Diplococci Gr(+) extracellular, urethra qualitative"
3198,"Diplococci Gr(+) intracellular, urethra qualitative"
3199,"Bacillus, cervical canal HPF"
3200,"Bacillus, vagina HPF"
3201,"Bacillus, urethra HPF"
3202,"Mucus, cervical canal HPF"
3203,"Mucus, vagina HPF"
3204,"Mucus, urethra HPF"
3205,"Mucus, urogenital scraping qualitative"
3206,"Broad casts, urine  qualitative"
3207,"Anti Rh, qualitative"
3208,"Trichinella antibodies, IgM qualitative"
3209,"Candida spp., feces qualitative"
3210,"Cholesterol crystals, feces qualitative"
3211,"Calcium oxalate crystals, feces qualitative"
3212,"Tripelphosphates, feces qualitative"
3213,"Coprolites, feces qualitative"
3214,"Coprolites, feces HPF"
3215,"Calcium bilirubinate crystals, feces qualitative"
3216,"Protein, feces"
3217,Echinococcus IgG Ab
3218,"Lysozyme concentration, serum"
3219,"Lysozyme activity, serum"
3220,Angiotensin 1
3221,Angiotensin 2
3222,"Aspergillus spp. antibodies, IgG positivity coefficient"
3223,"Aspergillus spp. antibodies, IgG qualitative"
3224,"Yersinia spp., feces qualitative"
3225,"Fatty acids, feces HPF"
3226,"Macrophages, cervical canal HPF"
3227,"Macrophages, vagina HPF"
3228,"Macrophages, urethra HPF"
3229,"Macrophages, cervical canal qualitative"
3230,"Macrophages, vagina qualitative"
3231,"Macrophages, urethra qualitative"
3232,"Citrobacter spp., feces qualitative"
3233,"Enterobacter spp., feces qualitative"
3234,"Hafnia spp., feces qualitative"
3235,"Serratia spp., feces qualitative"
3236,"Proteus spp., feces qualitative"
3237,"Viscosity, semen qualitative"
3238,"Toxoplasma gondii IgG Ab, Signal/Cutoff"
3239,"Rubella virus IgG Ab, Signal/Cutoff"
3240,"Sperm with small acrosome, %"
3241,"Sperm with no acrosome, %"
3242,"Sperm with excess residual cytoplasm (ERC), %"
3243,"Sperm curvilinear velocity (VCL), semen"
3244,"Sperm straight-line velocity (VSL), semen"
3245,"Sperm average path velocity (VAP), semen"
3247,"Sperm amplitude of lateral head displacement (ALH), semen"
3249,"Sperm linearity (LIN), semen %"
3250,"Sperm wobble (WOB), semen %"
3251,"Sperm straightness (STR), semen %"
3252,"Sperm distance curved line (DCL), semen"
3253,"Sperm distance straight line (DSL), semen"
3254,"Sperm distance average path (DAP), semen"
3255,"Sperm with thin neck,%"
3256,"Sperm with thick neck, %"
3257,"Sperm with bent neck, %"
3258,"Sperm with asymmetrical neck, %"
3259,"Detritus, cervical canal qualitative"
3260,"Detritus, vagina qualitative"
3261,"Detritus, urethra qualitative"
3262,"Mucus, feces HPF"
3263,"Phospholipids, blood"
3264,"Escherichia coli hem (+), feces qualitative"
3265,"Escherichia coli lac (-), feces qualitative"
3266,"Hepatitis B e-antigen, qualitative"
3267,"Hepatitis B e-antigen, signal/cutoff"
3268,"Hepatitis B e-antigen Ab total, qualitative"
3269,"RBC, prostatic fluid qualitative"
3270,"Epithelial cells, prostatic fluid qualitative"
3272,"Microflora, prostatic fluid qualitative"
3273,"Protozoa, urine qualitative"
3274,"Streptococcus agalactiae (group B) DNA, urogenital scraping qualitative"
3275,"Antinuclear IgG Ab by Hep-2 substrate, qualitative"
3276,"Respiratory syncytial virus IgG Ab, positivity coefficient"
3277,"Respiratory syncytial virus IgG Ab, qualitative"
3278,"Respiratory syncytial virus IgM Ab, qualitative"
3279,"Methylhippuric acids total, urine"
3280,"Salts, urine HPF"
3281,"Tissue transglutaminase IgG Ab, positivity coefficient"
3282,"Tissue transglutaminase IgG Ab, qualitative"
3283,"Tissue transglutaminase IgA Ab, qualitative"
3284,"Casts, urine Nechiporenko test qualitative"
3285,Candida albicans IgA Ab
3286,"Candida albicans IgM Ab, qualitative"
3287,"Candida albicans IgA Ab, qualitative"
3288,Free Fatty Acids (FFA)
3289,"Hepatitis B surface antigen, Signal/Cutoff"
3290,"Anti-hCG antibody, IgG Signal/Cutoff"
3291,"Anti-hCG antibody, IgM Signal/Cutoff"
3292,"Fungal spores, vagina qualitative"
3293,"Fungal spores, cervical canal qualitative"
3294,"Fungal spores, urethra qualitative"
3295,"Epstein-Barr Virus capsid Ag IgM Ab, qualitative"
3296,"Antibodies to Anisakis, IgG positivity coefficient"
3297,"Antibodies to Anisakis, IgG qualitative"
3298,"HIV 1,2 Ag/Ab Combo, p24-antigen positivity coefficient"
3299,"Cocci, feces qualitative"
3300,"Antibodies to Influenza Virus A, IgG positivity coefficient"
3301,"Antibodies to Influenza Virus A, IgG qualitative"
3302,"Antibodies to Influenza Virus B, IgG positivity coefficient"
3303,"Antibodies to Influenza Virus B, IgG qualitative"
3304,"Antibodies to Influenza Virus A, IgM positivity coefficient"
3305,"Antibodies to Influenza Virus A, IgM qualitative"
3306,"Antibodies to Influenza Virus B, IgM positivity coefficient"
3307,"Antibodies to Influenza Virus B, IgM qualitative"
3308,"Influenza Virus A, RNA nasopharyngeal swab qualitative"
3309,"Influenza Virus B, RNA nasopharyngeal swab qualitative"
3310,"Influenza Virus A/H1N1, RNA nasopharyngeal swab qualitative"
3311,"Antibodies to Trichomonas vaginalis, IgM qualitative"
3312,"Antibodies to Trichomonas vaginalis, IgM positivity coefficient"
3315,"Enterococcus spp. hem (+), feces"
3316,"Antibodies to Tick-borne encephalitis virus, IgM positivity coefficient"
3317,"Lipid peroxidation (LPO), blood"
3318,Glutamate dehydrogenase (GLDH)
3319,"Prostate epithelial cells, semen HPF"
3320,"Glucose, estimated average (eAG)"
3321,HDL Particle Number
3322,LDL Size
3323,"Tissue transglutaminase IgA Ab, positivity coefficient"
3324,"Clostridium difficile toxin A/B, feces qualitative"
3325,"Clostridium difficile toxin B, feces qualitative"
3326,"Transferrin, feces qualitative"
3327,"Antisperm antibodies, semen"
3328,"Mitochondrial Antibodies (AMA), positivity coefficient"
3329,"Pancreatic alpha-amylase, urine concentration"
3330,"Hepatitis A virus RNA, qualitative"
3331,"Listeria monocytogenes DNA, blood qualitative"
3332,"Listeria monocytogenes DNA, urine qualitative"
3333,"Listeria monocytogenes antigen, feces qualitative"
3334,"Mycobacterium tuberculosis DNA, blood qualitative"
3335,"Antibodies to Mycobacterium tuberculosis, IgG+IgM+IgA qualitative"
3337,"Respiratory syncytial virus RNA (hRSv), nasopharyngeal swab qualitative"
3338,"Metapneumovirus RNA (hMpv), nasopharyngeal swab qualitative"
3339,"Parainfluenza virus 1 RNA, pharynx qualitative"
3340,"Parainfluenza virus 2 RNA, pharynx qualitative"
3341,"Parainfluenza virus 3 RNA, pharynx qualitative"
3342,"Parainfluenza virus 4 RNA, pharynx qualitative"
3343,"Rhinovirus RNA (hRv), nasopharyngeal swab qualitative"
3344,"Adenovirus B,C,E DNA (hAdv), nasopharyngeal swab qualitative"
3345,"Bocavirus DNA (hBov), nasopharyngeal swab qualitative"
3346,"Coronavirus RNA (hCov NL-63, 229E), nasopharyngeal swab qualitative"
3347,"Coronavirus RNA (hCov HKU-1, OC43), nasopharyngeal swab qualitative"
3348,"Coronavirus RNA (COVID-19), nasopharyngeal swab qualitative"
3349,"Influenza Virus A/H3N2, RNA nasopharyngeal swab qualitative"
3350,"Escherichia coli enteropathogenic (EPEC) DNA, feces qualitative"
3351,"Escherichia coli enterotoxigenic (ETEC) DNA, feces qualitative"
3352,"Escherichia coli enteroinvasive (EIEC) DNA, feces qualitative"
3353,"Escherichia coli enterohemorrhagic (EHEC) DNA, feces qualitative"
3354,"Escherichia coli enteroaggregative (EAEC) DNA, feces qualitative"
3355,"Escherichia coli  diffusely adherent (DAEC) DNA, feces qualitative"
3356,"Hepatitis A virus IgG Ab, positivity coefficient"
3357,"Hepatitis B Core Ag IgG+IgM Ab, positivity coefficient"
3358,"Hepatitis B e-ag Ab total, signal/cutoff"
3359,"Antibodies to Human T-lymphotropic virus 1/2, IgG qualitative"
3360,"Treponema pallidum IgG Ab, positivity coefficient"
3361,"Antibodies to Herpes Simplex Virus 1/2, IgA positivity coefficient"
3362,"Epstein-Barr Virus IgG Ab, qualitative"
3363,"Toxoplasma gondii IgA Ab, positivity coefficient"
3364,"Mumps Virus IgM Ab, positivity coefficient"
3365,"Brucella IgA Ab, positivity coefficient"
3366,"Brucella IgA Ab, qualitative"
3367,"Brucella IgG Ab, positivity coefficient"
3368,"Brucella IgG Ab, qualitative"
3369,"Brucella IgM Ab, qualitative"
3370,"Brucella DNA, blood qualitative"
3371,"Brucella DNA, urine qualitative"
3372,"Antibodies to Helicobacter pylori, IgM qualitative"
3373,"Coxsackievirus IgM Ab, qualitative"
3374,"Antibodies to Neisseria meningitidis, IHA qualitative"
3375,"Buffer bases (BB), blood"
3376,"Antibodies to Herpes Simplex Virus 1/2, IgM"
3377,"Fractional oxyhemoglobin (FO2Hb), blood %"
3378,"Fractional methemoglobin (FMetHb), blood %"
3379,"Fractional carboxyhemoglobin (FCOHb), blood %"
3380,"Leptotrichia spp., urogenital scraping qualitative"
3381,"Oxygen partial pressure, 50% saturated (P50), blood"
3382,"Anaerobic flora, urogenital scraping"
3383,"Cylindrical epithelium, urine qualitative"
3384,"Giardia Lamblia, feces HPF"
3385,"Testosterone, 24h urine"
3386,"Androsterone/Etiocholanolone ratio, 24h urine"
3387,"Testosterone/Epitestosterone ratio, 24h urine"
3388,"3-Methoxytyramine, plasma"
3389,"Intermediate epithelium, urine qualitative"
3390,"Clue cells, vagina HPF"
3391,"Clue cells, urethra HPF"
3392,"Clue cells, rectum HPF"
3393,"Clue cells, cervical canal HPF"
3394,"Eubacterium spp. DNA, urogenital scraping qualitative"
3395,"Anti-prothrombin antibodies, IgG"
3396,"Anti-prothrombin antibodies, IgM"
3397,"Hepatitis D virus IgM+IgG Ab, positivity coefficient"
3398,"Fat, urine qualitative"
3399,"Cocci, urine qualitative"
3400,"Leptotrichia spp., rectum qualitative"
3401,"Mobiluncus spp., rectum qualitative"
3402,"Aerobic and facultative anaerobic flora, urogenital scraping"
3403,"Coccobacilli, urogenital scraping qualitative"
3404,"Pseudomycelium, urogenital scraping qualitative"
3405,"Fungal spores, urogenital scraping qualitative"
3406,"Klebsiella spp., feces qualitative"
3407,"Legionella pneumophila IgA Ab, qualitative"
3408,"Corynebacterium spp. DNA, urogenital scraping quantitative"
3409,"Corynebacterium spp. DNA, urogenital scraping relative"
3410,"Corynebacterium spp. DNA, urogenital scraping relative %"
3411,"Epstein-Barr Virus nuclear Ag IgG Ab, qualitative"
3412,Fibrinogen Degradation Products (FDP)
3413,"Antithyroid microsomal antibodies, qualitative"
3414,"Lecithin grains, semen HPF"
3415,"Bacillus, cervical canal qualitative"
3416,"Bacillus, vagina qualitative"
3417,"Bacillus, urethra qualitative"
3418,"HPV 40 DNA, qualitative"
3419,"HPV 54 DNA, qualitative"
3420,"HPV 61 DNA, qualitative"
3421,"HPV 69 DNA, qualitative"
3422,"HPV 70 DNA, qualitative"
3423,"Atypical cells, vagina qualitative"
3424,"Atypical cells, urethra qualitative"
3425,"Atypical cells, cervical canal qualitative"
3426,"Beta-2-Glycoprotein 1 Ab, IgM positivity coefficient"
3427,"Beta-2-Glycoprotein 1 Ab, IgG positivity coefficient"
3428,"Anti-Beta-2-Glycoprotei, IgA positivity coefficient"
3429,"HPV high carcinogenic risk (16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59) DNA, qualitative"
3430,"HPV high carcinogenic risk (16, 18) DNA, qualitative"
3431,"HPV A9 group DNA, qualitative"
3432,"HPV A7 group DNA, qualitative"
3433,"HPV A5/6 groups DNA, qualitative"
3434,"Toxoplasma gondii IgG Ab, qualitative"
3435,"Phadiatop, IgE"
3436,"Phadiatop, IgE qualitative"
3437,"Treponema pallidum Ab, TPHA qualitative"
3438,"Haemophilus spp. DNA, urogenital scraping qualitative"
3439,"Haemophilus spp. DNA, urogenital scraping quantitative"
3440,"Haemophilus spp. DNA, urogenital scraping relative"
3441,"Haemophilus spp. DNA, urogenital scraping relative %"
3442,Integral thyroid index (ITI)
3443,Reverse/total T3 ratio
3444,Free thyroxine/Free triiodothyronine ratio
3445,"Mycoplasma genitalium DNA, urogenital scraping"
3446,"Neisseria gonorrhoeae DNA, urogenital scraping"
3447,"Cryptococcus spp., urogenital scraping qualitative"
3448,"Cryptococcus spp., urogenital scraping"
3449,"Cryptosporidium parvum DNA, feces qualitative"
3450,"Cryptosporidium parvum antigen, feces qualitative"
3451,"Cystoisospora belli DNA, feces qualitative"
3452,"Blastocystis spp. DNA, feces qualitative"
3453,"Dientamoeba fragilis DNA, feces qualitative"
3454,"Giardia Lamblia DNA, feces qualitative"
3455,"Rubella virus IgG Ab, qualitative"
3456,"QuantiFERON-TB, qualitative"
3457,QuantiFERON Nil
3458,QuantiFERON TB1 Antigen
3459,QuantiFERON TB2 Antigen
3460,QuantiFERON TB1+TB2 Antigens
3461,QuantiFERON Mitogen
3462,"Antibodies to Mycobacterium tuberculosis, IgG+IgM+IgA positivity coefficient"
3463,"Antibodies to Mycobacterium tuberculosis, IgG positivity coefficient"
3464,"Antibodies to Mycobacterium tuberculosis, IgM positivity coefficient"
3465,"Cytomegalovirus IgG Ab, positivity coefficient"
3466,"Cytomegalovirus DNA, urine qualitative"
3467,"4-Pyridoxinic acid (PA), blood"
3468,Pyridoxal (PL)
3469,"Ureaplasma spp., urogenital scraping"
3470,"Cardiolipin IgM Ab, qualitative"
3471,"Cardiolipin IgG Ab, qualitative"
3472,"Cardiolipin IgA Ab, qualitative"
3473,"HPV low carcinogenic risk (6, 11) DNA, qualitative"
3474,"Antibodies to Salmonella (A, B, C1, C2, D, E), IgG+IgM IHA qualitative"
3475,"Mycoplasma hominis IgM Ab, qualitative"
3476,"Antibodies to Ureaplasma urealyticum, IgM qualitative"
3477,"Epstein-Barr Virus early Ag IgG Ab, qualitative"
3478,"Human herpes virus 8 DNA, blood qualitative"
3479,"Antibodies to Human Herpes Virus 8, IgG positivity coefficient"
3480,"Antibodies to Human Herpes Virus 8, IgG qualitative"
3481,"Chlamydia pneumoniae DNA, blood qualitative "
3482,"T cells activation ability (CD3+CD69+), %"
3483,"B+NK cells activation ability (CD3-CD69+), %"
3484,"Ureaplasma parvum, urogenital scraping qualitative"
3485,"Ureaplasma parvum, urogenital scraping"
3486,"Ureaplasma urealyticum, urogenital scraping qualitative"
3487,"Ureaplasma urealyticum, urogenital scraping"
3488,"Hepatitis C virus core IgG Ab, positivity coefficient"
3489,"Hepatitis C virus core IgG Ab, qualitative"
3490,"Hepatitis C virus NS3 IgG Ab, positivity coefficient"
3491,"Hepatitis C Virus NS3 IgG Ab, qualitative"
3492,"Hepatitis C Virus NS4 IgG Ab, positivity coefficient"
3493,"Hepatitis C virus NS4 IgG Ab, qualitative"
3494,"Hepatitis C Virus NS5 IgG Ab, positivity coefficient"
3495,"Hepatitis C Virus NS5 IgG Ab, qualitative"
3496,"Antibodies to Herpes Simplex Virus 1/2, IgG"
3497,Bordetella pertussis IgM Ab
3498,"HIV 2 RNA, qualitative"
3499,Hematocrit/Hemoglobin ratio
3500,"Cytoplasmic vacuolization monocytes, qualitative"
3501,"Fibrin, vagina qualitative"
3502,"Fibrin, urethra qualitative"
3503,"Fibrin, cervical canal qualitative"
3504,"Erythrocyte inclusion bodies, qualitative"
3505,"Diplococci, urogenital scraping qualitative"
3506,"Helicobacter pylori, 13C-Urea Breath test (UBT)"
3507,"Tumor M2-pyruvatkinase, blood"
3508,"Circulating Immune Complexes with Opisthorchis Ag, positivity coefficient"
3509,"Circulating Immune Complexes with Opisthorchis Ag, qualitative"
3510,"Atopobium vaginae, urogenital scraping"
3511,"Antibody to ds-DNA, qualitative"
3512,"Enterococcus spp., urogenital scraping"
3513,HDL-C/Cholesterol total Ratio
3515,"Annexin V antibody, IgG qualitative"
3516,"Annexin V antibody, IgM qualitative"
3517,"Pathogenic microorganisms, feces qualitative"
3518,"Extracellular starch grains, feces HPF"
3519,"Intracellular starch grains, feces HPF"
3520,Normalized ratio (PCAT/PCAT0)
3521,"WBC in mucus, cervical canal HPF"
3522,"WBC in mucus, vagina HPF"
3523,"WBC in mucus, urethra HPF"
3524,"WBC in mucus, feces HPF"
3525,"Chloride, urine"
3527,"Howell-Jolly bodies+Cabot rings, qualitative"
3528,"Citrobacter koseri, urine"
3529,"Mycoplasma hominis, urogenital scraping"
3530,"Antibodies to Listeria monocytogene toxin, IgG positivity coefficient"
3531,"Antibodies to Listeria monocytogene toxin, IgG qualitative"
3532,"Candida dubliniensis, feces"
3533,"Enterobacter aerogenes, urine"
3534,"Fusobacterium spp., feces"
3535,"Eubacterium spp., feces"
3536,"Peptostreptococcus spp., feces"
3537,"Staphylococcus spp., feces"
3538,"Neisseria meningitidis DNA, saliva qualitative"
3539,"Haemophilus influenzae DNA, saliva qualitative"
3540,"Streptococcus pneumoniae DNA, saliva qualitative"
3541,"Staphylococcus haemolyticus, urogenital scraping"
3542,"2-ethyl-3-hydroxybutyric acid/Creat, urine"
3543,"Glyoxylic acid/Creat, urine"
3544,"Mevalonic acid/Creat, urine"
